genes,logFC,logCPM,LR,PValue,FDR,AGI,At_symbol,At_short_description,perc_ID
BraA09g013650.3C,0.3841844911050451,10.196137078947565,17.384582972868742,3.052922715098545e-5,8.358890851698928e-4,AT1G64190,PGD1,6-phosphogluconate dehydrogenase family protein,89.686
BraA05g033090.3C,-3.8641518043226886,-0.14874475568848328,17.2900803343271,3.208574678178377e-5,8.776769714586518e-4,AT3G13950,NA,NA,78.778
BraA01g043230.3C,-1.8298829339903482,1.4059981033867157,17.28246357957819,3.221462021573931e-5,8.803708664240908e-4,AT3G04070,ANAC047,NAC domain containing protein 47,86.226
BraA04g027520.3C,-0.7565286830762487,2.649128073811394,17.27514110997643,3.2339004881038956e-5,8.829371285522492e-4,AT2G39110,NA,NA,84.077
BraA02g044460.3C,-4.973000266339755,-0.6479084974671004,17.25327790006932,3.271326850189405e-5,8.923144651251099e-4,AT5G64120,AtPRX71,Peroxidase superfamily protein,82.323
BraA08g031320.3C,-0.4667894685109179,7.383995644885946,17.234298026807934,3.304170233750481e-5,9.004252430036118e-4,AT1G11910,APA1,aspartic proteinase A1,89.262
BraA10g032810.3C,0.44038557883870205,6.6075371635139994,17.22591542081169,3.318781079552894e-5,9.032926916197534e-4,AT5G03150,JKD,C2H2-like zinc finger protein,87.861
BraA01g019280.3C,0.8478571515731169,1.9981557609991172,17.22468622586699,3.320929013307917e-5,9.032926916197534e-4,AT4G17350,FL5,NA,89.191
BraA01g011930.3C,-0.8612886492453105,1.9362257330416355,17.193803789935785,3.3753548975253115e-5,9.172352783444017e-4,AT4G21160,AGD12,Calcium-dependent ARF-type GTPase activating protein family,90.944
BraA02g017110.3C,-0.8984360270454249,6.201421770659595,17.184439325392518,3.392034907280555e-5,9.209029441277918e-4,AT1G66700,PXMT1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,82.42
BraA01g032020.3C,-0.7330355401384248,3.6299069281056506,17.182662185381332,3.395209694588793e-5,9.209029441277918e-4,AT3G21710,VUP1,NA,84.568
BraA08g016670.3C,-0.6334567327931033,6.0668844389575485,17.15384453033876,3.44711013361236e-5,9.334207054524326e-4,AT4G33300,ADR1-L1,ADR1-like 1,81.303
BraA01g011290.3C,-0.8060748472775998,3.353259479247762,17.153461667474858,3.44780500840273e-5,9.334207054524326e-4,AT4G20160,NA,NA,74.588
BraA07g015550.3C,-0.4130440711625349,4.525962561695987,17.13016135777559,3.49035986138571e-5,9.44059238698611e-4,AT1G20780,ATPUB44,senescence-associated E3 ubiquitin ligase 1,84.123
BraA05g002230.3C,-0.5488535230132441,3.477522467433924,17.125442519277982,3.4990422564389637e-5,9.455247769078721e-4,AT2G41475,ATS3A,"Embryo-specific protein 3, (ATS3)",86.694
BraA06g004680.3C,-1.4934029206202124,1.140743031817589,17.074861642873714,3.593482833385005e-5,9.701398948508557e-4,AT1G48260,CIPK17,CBL-interacting protein kinase  17,82.738
BraA05g007500.3C,0.28611742478009805,6.031891432939626,17.06484532883819,3.612486264684062e-5,9.738460406429168e-4,AT2G38120,AtAUX1,Transmembrane amino acid transporter family protein,88.661
BraA03g058660.3C,-0.48115691507976494,4.782506798049258,17.064084262108324,3.613934319563434e-5,9.738460406429168e-4,AT4G34180,CYCLASE1,Cyclase family protein,84.056
BraA05g020050.3C,-0.8583666779217087,5.117910485387894,17.055116774223592,3.6310404453730506e-5,9.775462790108413e-4,AT1G48750,NA,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,81.293
BraA05g035790.3C,-1.8512298793770032,0.6533211725418665,17.021922866210588,3.695071487827154e-5,9.931151394796695e-4,AT3G11020,DREB2,NA,69.706
BraA04g022980.3C,-0.7908380041396833,3.1729182839157755,17.02137108630305,3.69614540671948e-5,9.931151394796695e-4,AT2G31865,atPARG2,poly(ADP-ribose) glycohydrolase 2,85.223
BraA02g026450.3C,-1.2862754194166406,2.722416039520673,17.019825587647645,3.699155052121525e-5,9.931151394796695e-4,AT4G00360,ATT1,NA,88.383
BraA07g024260.3C,-0.5058802372795147,4.975829342580082,17.012646329649513,3.7131679981760386e-5,9.959541719552175e-4,AT3G60440,NA,NA,85.359
BraA05g011240.3C,-1.552816344781275,0.3944208312777779,16.98749774351873,3.762676837790441e-5,0.0010082999318881914,AT2G33710,NA,Integrase-type DNA-binding superfamily protein,83.228
BraA02g039510.3C,-1.6162132311100228,1.8878572420886996,16.976198470185352,3.785136710638207e-5,0.0010133811481863918,AT5G48250,BBX8,B-box type zinc finger protein with CCT domain,80.462
BraA07g034790.3C,-1.143433121779453,1.2882072685179584,16.97021459036418,3.79708556300393e-5,0.0010156415012843752,AT1G69900,NA,Actin cross-linking protein,79.392
BraA07g040780.3C,-0.6030529741775732,3.460084698674566,16.94647820957158,3.8448580179458074e-5,0.0010274709138731932,AT1G77330,ACO5,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,84.758
BraA05g035170.3C,-0.6103273046999619,4.611158179641008,16.93584651900325,3.866451103362194e-5,0.0010322889913566456,AT3G11750,FOLB1,NA,81.744
BraA10g001980.3C,1.8126047409165273,1.389380521651325,16.93025902352987,3.87784819626534e-5,0.001034378513346357,AT1G03410,2A6,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,78.788
BraA01g028460.3C,-1.4492078393097123,4.395116208023092,16.927349813025245,3.883795620802681e-5,0.0010350118817241218,AT1G60750,NA,NAD(P)-linked oxidoreductase superfamily protein,87.383
BraA01g001860.3C,-2.0062270020514985,1.1608093820314422,16.910789798023643,3.917825046763742e-5,0.0010431209187008463,AT4G37150,ATMES9,NA,80.233
BraA01g014520.3C,-0.26751429247980696,7.365420590284333,16.876124799732764,3.990032241696408e-5,0.001061370559939959,AT4G23850,LACS4,AMP-dependent synthetase and ligase family protein,90.216
BraA05g011870.3C,-0.732953065664225,3.1468567197567032,16.85912118760993,4.0259383217562875e-5,0.0010699392780241848,AT2G32930,ZFN2,zinc finger nuclease 2,73.229
BraA01g033090.3C,-0.7199742760690387,5.156102149805921,16.854987377971725,4.034716551760164e-5,0.0010712893590411404,AT3G20340,NA,NA,77.519
BraA03g004370.3C,-0.7666059719640754,3.3792737383280174,16.833272320311593,4.0811459279274544e-5,0.0010826248648370192,AT5G10650,JUL1,RING/U-box superfamily protein,79.224
BraA08g032030.3C,-0.5366594306696465,4.330046785896442,16.807409920743254,4.1371441495458655e-5,0.0010964756790854953,AT1G10500,ATCPISCA,chloroplast-localized ISCA-like protein,84.428
BraA10g031050.3C,-0.8940040603302184,2.8325313334663123,16.802326171780734,4.148242182512065e-5,0.0010984120616362844,AT5G08790,anac081,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein,88.187
BraA06g042720.3C,-1.1033114613462771,2.5138813289878685,16.78569607337171,4.184755887336291e-5,0.0011070685711813489,AT5G45080,AtPP2-A6,phloem protein 2-A6,75.311
BraA01g041320.3C,-1.509828784403335,1.128114051172373,16.77915931697015,4.199196556627494e-5,0.0011086300469278214,AT3G07800,AtTK1a,Thymidine kinase,86.587
BraA08g002280.3C,1.008713676253486,4.03874226209534,16.778285626358823,4.201130461028751e-5,0.0011086300469278214,AT3G46490,NA,NA,81.055
BraA10g021620.3C,-2.749044923098333,5.073101489529862,16.777829894788283,4.202139573069414e-5,0.0011086300469278214,AT5G44630,NA,Terpenoid cyclases/Protein prenyltransferases superfamily protein,82.414
BraA06g035520.3C,-0.8171719774410499,3.731058679591589,16.75436074422784,4.254437316111185e-5,0.0011214061890182786,AT5G48540,NA,receptor-like protein kinase-related family protein,86.486
BraA03g005700.3C,-1.7281811694123075,3.0306048108824615,16.75200517086067,4.259722384452317e-5,0.001121778527571043,AT5G13330,Rap2.6L,related to AP2 6l,80.029
BraA04g022550.3C,-0.44386412987877066,4.954550655419577,16.7482682096296,4.268120340240763e-5,0.0011227706233514184,AT2G31260,APG9,autophagy 9 (APG9),84.332
BraA05g002320.3C,-0.7082572324700417,4.290546822683022,16.746095128004697,4.2730114901151527e-5,0.0011227706233514184,AT2G41640,NA,Glycosyltransferase family 61 protein,83.479
BraA01g012120.3C,0.7753651062730793,5.1809017723967585,16.74435100922649,4.276941210794405e-5,0.0011227706233514184,AT4G21410,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,83.864
BraA03g022590.3C,1.329074755701329,3.3095219365644346,16.743440892235284,4.278993262151222e-5,0.0011227706233514184,AT2G43140,bHLH129,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,83.592
BraA08g028110.3C,-1.0072845085401907,4.286107538232305,16.729494607432827,4.310562194358266e-5,0.0011300304583363823,AT1G19770,ATPUP14,purine permease 14,80.598
BraA09g016560.3C,-1.1467244615786094,2.4651583071909027,16.718735497570393,4.335076521961658e-5,0.0011354294456436284,AT1G61080,NA,Hydroxyproline-rich glycoprotein family protein,77.834
BraA01g025130.3C,0.874056829799921,2.341672335235854,16.70865123398829,4.358180467863572e-5,0.0011404496096935135,AT3G46700,NA,NA,82.374
BraA06g043090.3C,-0.6480185895107238,6.068961557803005,16.690750596458656,4.399497762599199e-5,0.0011502224836369456,AT5G44390,AtBBE25,FAD-binding Berberine family protein,79.423
BraA09g065760.3C,-1.207218583203114,1.9413893628600898,16.667810788722477,4.4530224437777095e-5,0.001163166403528879,AT1G02450,NIMIN-1,NIM1-interacting 1,76
BraA03g038600.3C,-0.9230640090745148,3.1459649593930266,16.64462642451413,4.5077830043386884e-5,0.0011764095321593075,AT3G18950,NA,NA,84.626
BraA04g002080.3C,-2.617928944089331,-0.5788533436871843,16.639861607092357,4.5191209176461696e-5,0.0011783068833697051,AT3G60090,VQ26,NA,86.621
BraA05g022460.3C,-0.7615267892350293,3.2313578246918673,16.60257141718634,4.608849140579678e-5,0.001200621779715037,AT1G33970,IAN9,P-loop containing nucleoside triphosphate hydrolases superfamily protein,83.677
BraA06g011480.3C,0.6729542678440766,3.3180818497117603,16.58984603092061,4.6398773339733036e-5,0.0012076187476238874,AT1G15410,NA,aspartate-glutamate racemase family,86.049
BraA09g006750.3C,-2.4747765373137627,-0.1630889182283753,16.573925835385666,4.678991314835579e-5,0.001216705748726724,AT5G60900,RLK1,receptor-like protein kinase 1,84.316
BraA08g030340.3C,-0.6522343119949157,4.226854996672385,16.56326137589167,4.705377845132636e-5,0.0012224698243749076,AT1G14080,ATFUT6,fucosyltransferase 6,83.258
BraA01g029180.3C,-1.2562345369638634,2.516990732580434,16.510516090119012,4.8380993498929874e-5,0.001255283792567251,AT1G61560,ATMLO6,Seven transmembrane MLO family protein,84.917
BraA03g004710.3C,-0.5696445830053176,5.794865053646283,16.50963505042853,4.8403479573930525e-5,0.001255283792567251,AT5G11520,ASP3,aspartate aminotransferase 3,90.14
BraA09g006940.3C,-0.4781272825604492,4.414823602494416,16.496810836001146,4.8731973971388415e-5,0.0012626724704858493,AT5G61390,NEN2,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein",81.489
BraA03g056290.3C,0.5483935872419763,6.05868677033936,16.481197020568203,4.913495206334883e-5,0.0012719761316989176,AT4G30960,ATCIPK6,NA,82.473
BraA01g006070.3C,-1.3458325620369895,1.99261171887704,16.47822835999665,4.9211948689402806e-5,0.0012728319014594825,NA,NA,NA,NA
BraA07g010220.3C,-0.623863739621415,4.743383630136728,16.474869877512546,4.92992021982724e-5,0.0012739511947186038,AT1G31130,NA,NA,85.611
BraA02g031610.3C,-0.9327426879900724,2.2272701427161854,16.46563444189367,4.953994202829745e-5,0.0012790312305487705,AT4G36140,NA,NA,66.944
BraA09g027360.3C,-2.1815254420901593,0.48020028796620345,16.462503044503478,4.962183612812447e-5,0.0012800047630984058,AT4G26690,GDPDL3,PLC-like phosphodiesterase family protein,82.835
BraA06g025950.3C,0.7232257175417722,4.99259718859274,16.449870253008868,4.9953600757159616e-5,0.0012874162871293593,NA,NA,NA,NA
BraA08g022020.3C,-1.3297948529021257,3.067947649647973,16.440381230953435,5.020426922243739e-5,0.0012927264629649477,AT4G39950,CYP79B2,"cytochrome P450, family 79, subfamily B, polypeptide 2",90.81
BraA03g019670.3C,-0.5487209481589905,5.4089797411305875,16.42825602288319,5.052641854395024e-5,0.0012998661566440057,AT2G37710,LecRK-IV.1,receptor lectin kinase,85.28
BraA06g042880.3C,-0.31470571558830557,8.380748966254217,16.42174304611845,5.0700316227748406e-5,0.0013031825736339092,AT5G44720,NA,Molybdenum cofactor sulfurase family protein,89.213
BraA09g000610.3C,-1.2688759914192684,2.602652426045745,16.409699655497775,5.102346387372467e-5,0.001310325976501823,AT4G00400,AtGPAT8,NA,86.163
BraA07g027100.3C,-0.8149519457534778,2.5914415558225827,16.400693083165066,5.126648060630132e-5,0.0013154007176291733,AT1G77000,ATSKP2;2,RNI-like superfamily protein,87.512
BraA09g051120.3C,0.564266634477677,4.682119679911575,16.37235728590703,5.2038658654278646e-5,0.001334031737962074,AT3G61590,HS,Galactose oxidase/kelch repeat superfamily protein,79.696
BraA03g018280.3C,-0.7702559820532142,4.383886378975493,16.359119078616274,5.240341045923718e-5,0.001342194512982478,AT2G34930,NA,disease resistance family protein / LRR family protein,79.469
BraA03g052720.3C,-0.6371633023068353,3.1962386639315623,16.340691744735437,5.291542210565615e-5,0.0013541112610924446,AT4G25700,B1,beta-hydroxylase 1,86.169
BraA07g004400.3C,-1.6337771339855838,0.49153511658237514,16.335937707404682,5.3048329509882166e-5,0.001355791723554891,AT3G11080,AtRLP35,receptor like protein 35,68.305
BraA02g022570.3C,-0.8451427884905839,3.017602920015036,16.334995988261653,5.307469671745534e-5,0.001355791723554891,AT1G75020,LPAT4,lysophosphatidyl acyltransferase 4,84.206
BraA08g005100.3C,-0.8469313657601512,2.457325514163433,16.328961698505708,5.3243963938230755e-5,0.001358692915273064,AT1G47480,NA,alpha/beta-Hydrolases superfamily protein,85.185
BraA04g012710.3C,-0.7748972989011317,2.7884090276763107,16.327605715528122,5.3282075108747607e-5,0.001358692915273064,AT5G40210,UMAMIT42,nodulin MtN21 /EamA-like transporter family protein,80.178
BraA06g028690.3C,-1.5193325385436809,0.960026530705119,16.323788444106725,5.3389510467153167e-5,0.0013602351268359658,AT5G65230,AtMYB53,myb domain protein 53,84.194
BraA07g024150.3C,-0.854221126132101,1.9909389684130223,16.318323377109493,5.354370157284941e-5,0.0013629648041847994,AT3G60130,BGLU16,beta glucosidase 16,86.689
BraA09g001650.3C,-1.8303021496073155,1.6226141850292854,16.31015290489981,5.3775058424732906e-5,0.0013676522321752966,AT2G02930,ATGSTF3,glutathione S-transferase F3,89.841
BraA04g032420.3C,-1.0729764699884858,4.230694361131609,16.306303801869575,5.3884398531655974e-5,0.0013692309268991318,AT2G48140,EDA4,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,85.484
BraA02g022390.3C,-1.5985584381661055,4.354486145933188,16.28857060784837,5.439103385139761e-5,0.0013808934869476654,AT1G74590,ATGSTU10,glutathione S-transferase TAU 10,85.265
BraA04g009600.3C,-0.45066571508781567,5.422815108688869,16.280916939522072,5.4611175573489696e-5,0.0013852684185751746,AT5G35690,NA,NA,79.72
BraA06g032170.3C,1.2882990310368743,0.3625586335658442,16.260184493883443,5.5212012316646576e-5,0.0013990249028502072,AT5G24850,CRY3,cryptochrome 3,86.179
BraA01g007300.3C,-0.6931208765726494,5.151219814826045,16.2588783822941,5.525008591758619e-5,0.0013990249028502072,AT4G30450,NA,NA,86.97
BraA06g010930.3C,-0.8761136406780089,3.8993088524184816,16.247947495103105,5.556976191654879e-5,0.001405890710217105,AT1G14780,NA,MAC/Perforin domain-containing protein,86.124
BraA06g005660.3C,-0.43208507804619695,5.809171911598628,16.182363763530418,5.752721518320791e-5,0.0014541434288195172,AT1G08510,FATB,fatty acyl-ACP thioesterases B,84.43
BraA03g033510.3C,-0.6790029177279563,2.9815040096780776,16.170018544292972,5.7903361004959004e-5,0.0014623753806378835,AT3G07890,NA,Ypt/Rab-GAP domain of gyp1p superfamily protein,87.032
BraA04g009650.3C,-1.2277860560991691,4.104641226390533,16.162869082764047,5.8122327538537346e-5,0.001466626815449782,AT5G35735,NA,Auxin-responsive family protein,81.015
BraA01g001020.3C,-1.1270509833051454,2.2673808972018454,16.13372449039052,5.902358932943049e-5,0.0014880725288902894,AT4G38060,CCI2,NA,76.486
BraA02g009330.3C,-0.8663928781907619,3.791073072035948,16.126784835342306,5.924025359481065e-5,0.0014922362314212826,AT5G21100,NA,Plant L-ascorbate oxidase,82.86
BraA10g013180.3C,-0.9702877839697066,3.7669942187411873,16.108875393998446,5.9803110665498395e-5,0.0015051055688602584,AT5G55180,NA,O-Glycosyl hydrolases family 17 protein,87.152
BraA02g033510.3C,2.3084272890918167,0.2349535349986346,16.088584288997254,6.044732043333937e-5,0.0015199982450633462,AT4G04540,CRK39,cysteine-rich RLK (RECEPTOR-like protein kinase) 39,81.199
BraA07g026620.3C,-0.4147205159815316,8.435636928741976,16.085921463432186,6.053237728417526e-5,0.001520816916884639,AT1G78370,ATGSTU20,glutathione S-transferase TAU 20,86.87
BraA08g005640.3C,-1.4030937628589026,1.3535143525378672,16.081005311231777,6.068972702176781e-5,0.0015234488841998006,AT1G45145,ATH5,thioredoxin H-type 5,85.07
BraA02g032010.3C,-0.4348161717165382,5.36042480450954,16.07154818567787,6.099357601566758e-5,0.001528758414058352,AT5G45470,NA,Protein of unknown function (DUF594),86.629
BraA08g023780.3C,-0.48565191103252925,4.252701875490476,16.071137947468344,6.100679117134268e-5,0.001528758414058352,AT1G29690,CAD1,MAC/Perforin domain-containing protein,88.36
BraA09g003210.3C,0.8091607002513885,10.029567262227506,16.068797335380822,6.108224528133852e-5,0.0015290253203928423,AT4G12545,NA,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,79.667
BraA07g020440.3C,-0.6892566167541773,4.428479125498939,16.067534044505607,6.112300887237335e-5,0.0015290253203928423,AT5G41100,NA,NA,80.548
BraA04g017220.3C,-0.6939005703749109,3.5837216962122644,16.059382944939173,6.138668534815824e-5,0.0015342963771919308,AT2G23450,NA,Protein kinase superfamily protein,81.5
BraA10g001120.3C,-1.1560834500524622,1.7872934392799398,16.0460680023714,6.181986778387603e-5,0.0015437913189338974,AT1G02360,NA,Chitinase family protein,87.65
BraA07g008810.3C,-0.6554790127547124,4.6077376758767254,16.031534063209122,6.229621885632403e-5,0.0015530643407802769,AT3G23920,AtBAM1,NA,87.637
BraA09g056170.3C,0.706868019583685,2.2730232154641232,16.03146702392668,6.229842460600254e-5,0.0015530643407802769,AT2G20540,MEF21,mitochondrial editing factor  21,80.587
BraA09g034540.3C,0.5770494489421707,8.772389767173975,16.013077260578825,6.290646678060937e-5,0.0015668740582121172,AT1G30510,ATRFNR2,root FNR 2,90.759
BraA03g043240.3C,-0.719775823876633,5.594562425570653,15.999670137215873,6.335352103602197e-5,0.0015766536059892478,AT2G16660,NA,NA,86.353
BraA01g013790.3C,-1.0495379110775909,2.446334316409766,15.99173716740259,6.361954551497224e-5,0.0015819150167190692,AT3G45860,CRK4,NA,69.001
BraA02g044300.3C,-0.642648128592027,4.544605566511202,15.964529768585834,6.45404832649753e-5,0.0016034380096224736,AT5G63790,ANAC102,NAC domain containing protein 102,82.07
BraA08g027490.3C,-3.2542107062908583,0.3318462323616957,15.938253468695848,6.544263140805358e-5,0.0016244577091932273,AT1G21100,IGMT1,O-methyltransferase family protein,85.74
BraA08g012250.3C,0.5829069977300393,3.5621516116282064,15.881519949875866,6.743396859661705e-5,0.0016724547964955502,AT5G47620,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,74.351
BraA01g010230.3C,0.6457292642900373,6.908629522734488,15.860204220450882,6.819780162141711e-5,0.0016899520251233626,AT4G18700,ATWL4,NA,81.317
BraA06g006390.3C,-2.5308648629356276,-0.0059041726997339965,15.82311465404554,6.95476840064493e-5,0.0017206586245367408,AT1G09480,NA,NAD(P)-binding Rossmann-fold superfamily protein,81.966
BraA09g056940.3C,-0.6315562944531787,5.8381124992515465,15.822894948797995,6.955575978087971e-5,0.0017206586245367408,AT1G18980,NA,RmlC-like cupins superfamily protein,89.5
BraA03g023080.3C,-2.505301949541074,0.1115185794506588,15.788610816863738,7.082758096380153e-5,0.0017497753100250578,AT2G43820,ATSAGT1,UDP-glucosyltransferase 74F2,87.917
BraA04g030400.3C,-0.4762802544735748,3.652875041835978,15.787916506338775,7.085357769467664e-5,0.0017497753100250578,AT2G43320,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,87.842
BraA10g005630.3C,-0.5801501468798816,4.4137340947360455,15.784430266828025,7.098425642874804e-5,0.00175150931876318,AT1G07000,ATEXO70B2,exocyst subunit exo70 family protein B2,87.208
BraA03g025180.3C,-0.7963490742139172,3.174901260706854,15.725367747162196,7.32353800684924e-5,0.0018055170126162448,AT2G27310,NA,F-box family protein,82.533
BraA06g004890.3C,-1.2536637569600595,5.199656687929225,15.694540570221577,7.443871925531445e-5,0.0018336231457380518,AT1G23730,ATBCA3,beta carbonic anhydrase 3,81.519
BraAnng005440.3C,-2.701913583370706,-0.3677881210441022,15.67783185340474,7.509923604849856e-5,0.0018483217245989008,AT3G01760,LHT6,Transmembrane amino acid transporter family protein,85.469
BraA09g034380.3C,-0.4600789485434241,4.4007148276767865,15.672633912982036,7.530591722728288e-5,0.0018518351530050342,AT1G30640,NA,Protein kinase family protein,88.148
BraA08g034670.3C,-1.00159975747586,4.568231465347367,15.65760507633179,7.590672046053658e-5,0.0018650261902466699,AT1G04770,SD!2,Tetratricopeptide repeat (TPR)-like superfamily protein,86.458
BraA10g002810.3C,-0.6582071541231275,3.6648721945230536,15.640632934674073,7.659101052990332e-5,0.001879683052062496,AT1G04280,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,85.535
BraA03g040440.3C,-1.2410578265180607,2.0788797572871833,15.639595660369665,7.663303246637006e-5,0.001879683052062496,AT3G22600,LTPG5,NA,86.301
BraA08g033300.3C,-0.46882568349733394,6.584674999048536,15.630936294836786,7.698474595138094e-5,0.0018867124540774983,AT1G08050,NA,Zinc finger (C3HC4-type RING finger) family protein,76.329
BraA01g021510.3C,-1.1665993833731423,2.4618785980502147,15.615529747335515,7.761452646262757e-5,0.001900538970895516,AT4G15120,NA,NA,82.246
BraA09g012620.3C,-1.7907220868414049,2.3869109634527512,15.608296254210018,7.79119987503992e-5,0.0019062118072648347,AT1G62660,VI1,Glycosyl hydrolases family 32 protein,83.333
BraA04g015030.3C,0.5409819545945367,4.188664301913047,15.60426065031622,7.807845829381867e-5,0.0019086723880635773,AT3G29635,NA,HXXXD-type acyl-transferase family protein,67.139
BraA01g013900.3C,-0.7941845346205562,4.281196377369995,15.598263804202574,7.832647574470938e-5,0.0019131208679365442,AT4G23240,CRK16,NA,82.886
BraA08g023450.3C,-0.8315100295520644,3.670151053957153,15.582093637764729,7.899919841446207e-5,0.0019279265203623736,AT1G30220,ATINT2,inositol transporter 2,90.063
BraA10g000410.3C,-0.6961577783544268,5.210516729156239,15.552327751671172,8.025277594958337e-5,0.001956870718609033,AT1G01610,ATGPAT4,glycerol-3-phosphate acyltransferase 4,89.571
BraA06g033140.3C,-1.2250068551399973,1.4696533142301724,15.550411800522028,8.033414760523285e-5,0.00195720739094061,AT5G66900,NA,Disease resistance protein (CC-NBS-LRR class) family,80.175
BraA10g033380.3C,-0.8722233501151327,4.242868270074618,15.537102989739665,8.090167678215776e-5,0.0019693779605256686,AT5G02230,NA,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,89.205
BraA07g037930.3C,0.41669896072039647,6.836161136348846,15.535293556738353,8.097914750750113e-5,0.001969608685975896,AT1G73960,TAF2,TBP-associated factor 2,87.913
BraA02g008090.3C,-0.5670448538563649,3.689310299145119,15.525457736170651,8.140157479049022e-5,0.0019782221631970812,AT5G19290,MAGL16,alpha/beta-Hydrolases superfamily protein,84.623
BraA09g050760.3C,-0.8641549597009546,2.3746027874153883,15.521562872257022,8.156946293626296e-5,0.001980640571951103,AT3G61190,BAP1,BON association protein 1,74.776
BraA02g009840.3C,-1.0947174804335826,2.4377436137978403,15.505221150129898,8.22776787335405e-5,0.0019961639845504195,AT5G22570,ATWRKY38,WRKY DNA-binding protein 38,79.608
BraA05g001400.3C,-0.9565702769789589,2.8139831858679587,15.492988287972608,8.28118712348938e-5,0.0020069774318214016,AT2G46400,ATWRKY46,WRKY DNA-binding protein 46,73.807
BraA10g024620.3C,-0.5218289183348302,3.540509374204077,15.491165019824308,8.289178914300313e-5,0.0020069774318214016,AT5G14420,RGLG2,RING domain ligase2,85.634
BraA05g039690.3C,-0.8371894950348988,2.2507258434257995,15.490265766762846,8.293123397853556e-5,0.0020069774318214016,AT3G05580,AUN1,Calcineurin-like metallo-phosphoesterase superfamily protein,85.699
BraA04g001200.3C,0.6114829085941025,5.639372317323809,15.477496942878318,8.349336787257165e-5,0.0020188947249855224,AT3G61430,ATPIP1,plasma membrane intrinsic protein 1A,91.87
BraA03g056030.3C,-1.593916341089791,0.31695405399000265,15.459936557937453,8.427271220877318e-5,0.002036039972697032,AT4G30640,NA,NA,71.446
BraA01g009900.3C,-0.8633329961165489,2.2017490246708435,15.455076881443603,8.4489678811649e-5,0.0020395808465132072,AT4G18425,DMP4,Protein of unknown function (DUF679),87.832
BraA02g042100.3C,-2.901343112433663,0.01920311098482174,15.446870342882121,8.485734713361381e-5,0.0020467507341936095,AT1G71290,NA,F-box associated ubiquitination effector family protein,70.567
BraA09g053000.3C,-0.8232293649514579,4.337529326578028,15.444555717683357,8.496133743106656e-5,0.0020470842217007834,AT5G59260,LecRK-II.1,Concanavalin A-like lectin protein kinase family protein,68.944
BraA08g032050.3C,-1.4061760143239617,1.2947176393726498,15.443417814849013,8.501250754991862e-5,0.0020470842217007834,AT1G10480,ZFP5,zinc finger protein 5,84.776
BraA01g040790.3C,-2.6863914700930267,-0.06938631834780724,15.437691364877239,8.527049015900747e-5,0.0020515909957858213,AT5G37160,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,80.805
BraA09g056640.3C,-3.412795590554918,-0.37962444416648794,15.414105328391472,8.634139629947236e-5,0.002075632836517108,AT1G19390,NA,Wall-associated kinase family protein,75.527
BraA04g021720.3C,-0.7428483790447533,5.291823173061479,15.411641485310042,8.645404298062565e-5,0.0020766175100022915,AT2G30500,NET4B,Kinase interacting (KIP1-like) family protein,79.086
BraA03g033160.3C,-0.8545072846354054,2.7669426186726143,15.360089443116053,8.884521311315143e-5,0.0021322851147156344,AT3G07195,NA,RPM1-interacting protein 4 (RIN4) family protein,76.754
BraA04g023340.3C,-0.8515820049787443,3.6029180227321937,15.357720270618415,8.895668948834918e-5,0.002133193196273592,AT2G32510,MAPKKK17,NA,84.744
BraA06g017920.3C,-2.9055231759599627,3.1010105319431847,15.353313681355587,8.916440664647321e-5,0.0021364057334450257,AT3G49120,ATPCB,peroxidase CB,87.981
BraA03g018790.3C,0.6886597740087644,3.8866521438746684,15.338045398773588,8.988790313145306e-5,0.0021519609734809357,AT2G35910,NA,RING/U-box superfamily protein,82.729
BraA03g031340.3C,-0.45056884894913074,4.924224912164612,15.331876047746263,9.018191441577025e-5,0.002156035417621237,AT3G03560,NA,NA,86.599
BraA01g004030.3C,-2.8190305015102566,2.4102293952581197,15.331351652939304,9.02069499501843e-5,0.002156035417621237,AT4G34230,ATCAD5,cinnamyl alcohol dehydrogenase 5,90.875
BraA01g037470.3C,-1.4931881593871026,1.4818667073296574,15.324220654185112,9.054809140712899e-5,0.0021624048737689306,NA,NA,NA,NA
BraA07g035080.3C,0.9432603201968447,7.364729650584204,15.322466922681997,9.063218726142059e-5,0.002162630313499861,AT1G70260,RTP1,nodulin MtN21 /EamA-like transporter family protein,88.387
